Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
06/17/2024,Buy to Open,AAPL 06/28/2024 225.00 C,CALL APPLE INC $225 EXP 06/28/24,3,$1.21,$1.98,-$364.98
06/17/2024 as of 06/14/2024,Expired,PDD 06/14/2024 155.00 C,CALL PDD HOLDINGS INC $155 EXP 06/14/24,-3,,,
06/17/2024 as of 06/14/2024,Expired,META 06/14/2024 520.00 C,CALL META PLATFORMS INC $520 EXP 06/14/24,-3,,,
06/17/2024 as of 06/14/2024,Expired,LRCX 06/14/2024 1050.00 C,CALL LAM RESEARCH CORP $1050 EXP 06/14/24,-1,,,
06/14/2024,Sell to Close,QQQ 06/28/2024 480.00 C,CALL INVESCO QQQ TR $480 EXP 06/28/24,1,$4.23,$0.67,$422.33
06/14/2024,Buy to Open,QQQ 06/28/2024 480.00 C,CALL INVESCO QQQ TR $480 EXP 06/28/24,1,$3.64,$0.66,-$364.66
06/13/2024,Sell,GME,GAMESTOP CORP CLASS A,50,$27.5101,$0.05,"$1,375.46"
06/13/2024,Buy to Open,LRCX 06/14/2024 1050.00 C,CALL LAM RESEARCH CORP $1050 EXP 06/14/24,1,$2.75,$0.66,-$275.66
06/13/2024,Sell to Close,MU 06/14/2024 140.00 P,PUT MICRON TECHNOLOGY $140 EXP 06/14/24,3,$0.68,$2.00,$202.00
06/13/2024,Buy to Open,MU 06/14/2024 140.00 P,PUT MICRON TECHNOLOGY $140 EXP 06/14/24,1,$1.23,$0.66,-$123.66
06/13/2024,Buy to Open,MU 06/14/2024 140.00 P,PUT MICRON TECHNOLOGY $140 EXP 06/14/24,2,$1.12,$1.32,-$225.32
06/13/2024,Sell to Close,TSLA 06/14/2024 190.00 C,CALL TESLA INC $190 EXP 06/14/24,1,$3.40,$0.67,$339.33
06/13/2024,Sell to Close,TSLA 06/14/2024 190.00 C,CALL TESLA INC $190 EXP 06/14/24,1,$3.72,$0.67,$371.33
06/13/2024,Sell to Close,TSLA 06/28/2024 200.00 C,CALL TESLA INC $200 EXP 06/28/24,1,$4.20,$0.67,$419.33
06/13/2024,Sell to Close,TSLA 06/28/2024 200.00 C,CALL TESLA INC $200 EXP 06/28/24,1,$3.50,$0.67,$349.33
06/12/2024,Buy,GME,GAMESTOP CORP CLASS A,50,$30.2924,,"-$1,514.62"
06/10/2024,Buy to Open,AMZN 06/28/2024 190.00 C,CALL AMAZON.COM INC $190 EXP 06/28/24,1,$2.54,$0.66,-$254.66
06/10/2024,Buy to Open,META 06/28/2024 515.00 C,CALL META PLATFORMS INC $515 EXP 06/28/24,1,$5.65,$0.66,-$565.66
06/10/2024,Buy to Open,TSLA 06/28/2024 200.00 C,CALL TESLA INC $200 EXP 06/28/24,2,$1.92,$1.32,-$385.32
06/10/2024 as of 06/07/2024,Expired,MSTR 06/07/2024 1800.00 C,CALL MICROSTRATEGY INC $1800 EXP 06/07/24,-1,,,
06/10/2024 as of 06/07/2024,Expired,LRCX 06/07/2024 1000.00 C,CALL LAM RESEARCH CORP $1000 EXP 06/07/24,-2,,,
06/10/2024 as of 06/07/2024,Expired,IWM 06/07/2024 205.00 C,CALL ISHR RUSSELL 2000 $205 EXP 06/07/24,-3,,,
06/07/2024,Sell to Close,TSLA 06/14/2024 190.00 C,CALL TESLA INC $190 EXP 06/14/24,1,$1.05,$0.66,$104.34
06/07/2024,Sell to Close,GME 06/07/2024 50.00 C,CALL GAMESTOP CORP $50 EXP 06/07/24,1,$1.01,$0.66,$100.34
06/07/2024,Buy to Open,GME 06/07/2024 50.00 C,CALL GAMESTOP CORP $50 EXP 06/07/24,1,$2.90,$0.66,-$290.66
06/07/2024,Sell to Close,GME 06/07/2024 40.00 C,CALL GAMESTOP CORP $40 EXP 06/07/24,1,$3.95,$0.67,$394.33
06/07/2024,Sell to Close,GME 06/07/2024 50.00 C,CALL GAMESTOP CORP $50 EXP 06/07/24,1,$1.67,$0.66,$166.34
06/07/2024,Buy to Open,GME 06/07/2024 40.00 C,CALL GAMESTOP CORP $40 EXP 06/07/24,1,$2.59,$0.66,-$259.66
06/07/2024,Buy to Open,MSTR 06/07/2024 1800.00 C,CALL MICROSTRATEGY INC $1800 EXP 06/07/24,1,$3.00,$0.66,-$300.66
06/07/2024,Buy to Open,TSLA 06/14/2024 190.00 C,CALL TESLA INC $190 EXP 06/14/24,1,$1.79,$0.66,-$179.66
06/07/2024,Buy to Open,META 06/14/2024 520.00 C,CALL META PLATFORMS INC $520 EXP 06/14/24,3,$1.24,$1.98,-$373.98
06/07/2024 as of 06/06/2024,Expired,SPXW 06/06/2024 5320.00 P,PUT S & P 500 INDEX $5320 EXP 06/06/24,-1,,,
06/06/2024,Sell to Close,AVGO 06/07/2024 1450.00 C,CALL BROADCOM INC $1450 EXP 06/07/24,1,$1.35,$0.66,$134.34
06/06/2024,Sell to Close,SPXW 06/06/2024 5360.00 C,CALL S & P 500 INDEX $5360 EXP 06/06/24,1,$0.40,$1.09,$38.91
06/06/2024,Buy to Open,GME 06/07/2024 50.00 C,CALL GAMESTOP CORP $50 EXP 06/07/24,1,$4.15,$0.66,-$415.66
06/06/2024,Buy,GME,GAMESTOP CORP CLASS A,8,$46.57,,-$372.56
06/06/2024,Sell,GME,GAMESTOP CORP CLASS A,50,$46.40,$0.07,"$2,319.93"
06/06/2024,Sell Short,GME,GAMESTOP CORP CLASS A,8,$46.40,$0.01,$371.19
06/06/2024,Buy,GME,GAMESTOP CORP CLASS A,50,$46.38,,"-$2,319.00"
06/06/2024,Buy to Open,SPXW 06/06/2024 5360.00 C,CALL S & P 500 INDEX $5360 EXP 06/06/24,1,$0.70,$1.09,-$71.09
06/06/2024,Sell,GME,GAMESTOP CORP CLASS A,50,$47.00,$0.08,"$2,349.92"
06/06/2024,Buy,GME,GAMESTOP CORP CLASS A,50,$44.59,,"-$2,229.50"
06/06/2024,Sell to Close,GME 06/07/2024 50.00 C,CALL GAMESTOP CORP $50 EXP 06/07/24,1,$4.20,$0.67,$419.33
06/06/2024,Buy to Open,IWM 06/07/2024 205.00 C,CALL ISHR RUSSELL 2000 $205 EXP 06/07/24,3,$0.75,$1.98,-$226.98
06/06/2024,Sell,APP,APPLOVIN CORP CLASS A,50,$83.61,$0.13,"$4,180.37"
06/06/2024,Buy to Open,SPXW 06/06/2024 5320.00 P,PUT S & P 500 INDEX $5320 EXP 06/06/24,1,$1.15,$1.18,-$116.18
06/06/2024,Sell,AMC,AMC ENTERTAINMENT CLASS A,100,$5.5101,$0.04,$550.97
06/06/2024,Buy to Open,GME 06/07/2024 50.00 C,CALL GAMESTOP CORP $50 EXP 06/07/24,1,$3.90,$0.66,-$390.66
06/06/2024,Buy,AMC,AMC ENTERTAINMENT CLASS A,100,$5.91,,-$591.00
06/06/2024,Buy to Open,TSLA 06/14/2024 190.00 C,CALL TESLA INC $190 EXP 06/14/24,1,$1.94,$0.66,-$194.66
06/06/2024,Sell to Close,GME 06/21/2024 70.00 C,CALL GAMESTOP CORP $70 EXP 06/21/24,1,$5.30,$0.67,$529.33
06/06/2024,Buy to Open,GME 06/21/2024 70.00 C,CALL GAMESTOP CORP $70 EXP 06/21/24,1,$3.80,$0.66,-$380.66
06/06/2024,Sell to Close,SPXW 06/06/2024 5330.00 P,PUT S & P 500 INDEX $5330 EXP 06/06/24,1,$2.45,$1.18,$243.82
06/06/2024,Buy to Open,SPXW 06/06/2024 5330.00 P,PUT S & P 500 INDEX $5330 EXP 06/06/24,1,$2.45,$1.18,-$246.18
06/06/2024,Sell to Close,COIN 06/07/2024 260.00 C,CALL COINBASE GLOBAL INC$260 EXP 06/07/24,1,$3.70,$0.67,$369.33
06/06/2024,Buy to Open,AVGO 06/07/2024 1450.00 C,CALL BROADCOM INC $1450 EXP 06/07/24,1,$4.40,$0.66,-$440.66
06/05/2024,Sell to Close,AVGO 06/07/2024 1450.00 C,CALL BROADCOM INC $1450 EXP 06/07/24,1,$5.20,$0.67,$519.33
06/05/2024,Sell to Close,SPXW 06/05/2024 5350.00 C,CALL S & P 500 INDEX $5350 EXP 06/05/24,1,$2.45,$1.18,$243.82
06/05/2024,Buy to Open,SPXW 06/05/2024 5350.00 C,CALL S & P 500 INDEX $5350 EXP 06/05/24,1,$1.65,$1.18,-$166.18
06/05/2024,Buy to Open,LRCX 06/07/2024 1000.00 C,CALL LAM RESEARCH CORP $1000 EXP 06/07/24,2,$2.90,$1.32,-$581.32
06/05/2024,Buy,APP,APPLOVIN CORP CLASS A,50,$84.20,,"-$4,210.00"
06/05/2024,Buy to Open,COIN 06/07/2024 260.00 C,CALL COINBASE GLOBAL INC$260 EXP 06/07/24,1,$2.55,$0.66,-$255.66
06/05/2024,Sell to Close,SPXW 06/05/2024 5305.00 P,PUT S & P 500 INDEX $5305 EXP 06/05/24,1,$2.75,$1.18,$273.82
06/05/2024,Buy to Open,SPXW 06/05/2024 5305.00 P,PUT S & P 500 INDEX $5305 EXP 06/05/24,1,$2.80,$1.18,-$281.18
06/05/2024,Buy,SMCI,SUPER MICRO COMPUTER,5,$800.94,,"-$4,004.70"
06/05/2024,Buy to Open,AVGO 06/07/2024 1450.00 C,CALL BROADCOM INC $1450 EXP 06/07/24,1,$4.00,$0.66,-$400.66
06/05/2024,Sell to Close,GS 06/07/2024 455.00 P,PUT GOLDMAN SACHS GROUP $455 EXP 06/07/24,2,$1.52,$1.34,$302.66
06/05/2024,Buy to Open,GS 06/07/2024 455.00 P,PUT GOLDMAN SACHS GROUP $455 EXP 06/07/24,2,$1.55,$1.32,-$311.32
06/05/2024,Sell to Close,MU 06/21/2024 130.00 C,CALL MICRON TECHNOLOGY $130 EXP 06/21/24,1,$4.25,$0.67,$424.33
06/05/2024,Sell to Close,MU 06/21/2024 130.00 C,CALL MICRON TECHNOLOGY $130 EXP 06/21/24,1,$4.00,$0.67,$399.33
06/05/2024,Sell to Close,SPY 06/05/2024 529.00 C,CALL SPDR S&P 500 $529 EXP 06/05/24,2,$2.18,$1.34,$434.66
06/05/2024 as of 06/04/2024,Expired,SPXW 06/04/2024 5315.00 C,CALL S & P 500 INDEX $5315 EXP 06/04/24,-1,,,
06/04/2024,Buy to Open,SPY 06/05/2024 529.00 C,CALL SPDR S&P 500 $529 EXP 06/05/24,2,$1.05,$1.32,-$211.32
06/04/2024,Buy to Open,MU 06/21/2024 130.00 C,CALL MICRON TECHNOLOGY $130 EXP 06/21/24,2,$3.08,$1.32,-$617.32
06/04/2024,Buy to Open,SPXW 06/04/2024 5315.00 C,CALL S & P 500 INDEX $5315 EXP 06/04/24,1,$1.40,$1.18,-$141.18
06/04/2024,Sell to Close,COIN 06/07/2024 250.00 C,CALL COINBASE GLOBAL INC$250 EXP 06/07/24,1,$5.40,$0.68,$539.32
06/04/2024 as of 06/03/2024,Expired,SPXW 06/03/2024 5285.00 C,CALL S & P 500 INDEX $5285 EXP 06/03/24,-1,,,
06/03/2024,Buy to Open,SPXW 06/03/2024 5285.00 C,CALL S & P 500 INDEX $5285 EXP 06/03/24,1,$0.90,$1.09,-$91.09
06/03/2024,Sell to Close,SPXW 06/03/2024 5230.00 P,PUT S & P 500 INDEX $5230 EXP 06/03/24,1,$0.30,$1.09,$28.91
06/03/2024,Buy to Open,SPXW 06/03/2024 5230.00 P,PUT S & P 500 INDEX $5230 EXP 06/03/24,1,$1.15,$1.18,-$116.18
06/03/2024,Buy to Open,PDD 06/14/2024 155.00 C,CALL PDD HOLDINGS INC $155 EXP 06/14/24,3,$1.33,$1.98,-$400.98
06/03/2024,Sell to Close,SPXW 06/03/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 06/03/24,1,$0.60,$1.09,$58.91
06/03/2024,Buy to Open,SPXW 06/03/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 06/03/24,1,$1.10,$1.18,-$111.18
06/03/2024,Sell to Close,SPXW 06/03/2024 5225.00 P,PUT S & P 500 INDEX $5225 EXP 06/03/24,1,$1.60,$1.18,$158.82
06/03/2024,Buy to Open,SPXW 06/03/2024 5225.00 P,PUT S & P 500 INDEX $5225 EXP 06/03/24,1,$1.40,$1.18,-$141.18
06/03/2024,Sell to Close,SPXW 06/03/2024 5245.00 P,PUT S & P 500 INDEX $5245 EXP 06/03/24,1,$2.90,$1.18,$288.82
06/03/2024,Buy to Open,SPXW 06/03/2024 5245.00 P,PUT S & P 500 INDEX $5245 EXP 06/03/24,1,$1.15,$1.18,-$116.18
06/03/2024,Buy to Open,COIN 06/07/2024 250.00 C,CALL COINBASE GLOBAL INC$250 EXP 06/07/24,1,$3.35,$0.66,-$335.66
06/03/2024,Sell,GME,GAMESTOP CORP CLASS A,50,$30.0101,$0.05,"$1,500.46"
06/03/2024,Buy to Open,TSLA 06/14/2024 190.00 C,CALL TESLA INC $190 EXP 06/14/24,1,$3.15,$0.66,-$315.66
06/03/2024,Buy,GME,GAMESTOP CORP CLASS A,50,$39.75,,"-$1,987.50"
06/03/2024 as of 05/31/2024,Expired,LRCX 05/31/2024 955.00 C,CALL LAM RESEARCH CORP $955 EXP 05/31/24,-1,,,
05/31/2024,Sell to Close,SPXW 06/03/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 06/03/24,1,$5.00,$1.18,$498.82
05/31/2024,Buy to Open,SPXW 06/03/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 06/03/24,1,$3.20,$1.18,-$321.18
05/31/2024,Sell to Close,SPXW 06/03/2024 5300.00 C,CALL S & P 500 INDEX $5300 EXP 06/03/24,1,$3.60,$1.18,$358.82
05/31/2024,Buy to Open,SPXW 06/03/2024 5300.00 C,CALL S & P 500 INDEX $5300 EXP 06/03/24,1,$3.00,$1.18,-$301.18
05/31/2024,Sell to Close,SPXW 05/31/2024 5235.00 C,CALL S & P 500 INDEX $5235 EXP 05/31/24,1,$2.30,$1.18,$228.82
05/31/2024,Buy to Open,SPXW 05/31/2024 5235.00 C,CALL S & P 500 INDEX $5235 EXP 05/31/24,1,$0.95,$1.09,-$96.09
05/31/2024,Sell to Close,SPXW 05/31/2024 5230.00 C,CALL S & P 500 INDEX $5230 EXP 05/31/24,1,$2.00,$1.18,$198.82
05/31/2024,Buy to Open,SPXW 05/31/2024 5230.00 C,CALL S & P 500 INDEX $5230 EXP 05/31/24,1,$1.25,$1.18,-$126.18
05/31/2024,Sell to Close,SPXW 05/31/2024 5225.00 C,CALL S & P 500 INDEX $5225 EXP 05/31/24,1,$1.60,$1.18,$158.82
05/31/2024,Buy to Open,SPXW 05/31/2024 5225.00 C,CALL S & P 500 INDEX $5225 EXP 05/31/24,1,$1.00,$1.18,-$101.18
05/31/2024,Sell to Close,SPXW 05/31/2024 5175.00 P,PUT S & P 500 INDEX $5175 EXP 05/31/24,1,$1.20,$1.18,$118.82
05/31/2024,Buy to Open,SPXW 05/31/2024 5175.00 P,PUT S & P 500 INDEX $5175 EXP 05/31/24,1,$1.25,$1.18,-$126.18
05/31/2024,Sell to Close,SPXW 05/31/2024 5190.00 P,PUT S & P 500 INDEX $5190 EXP 05/31/24,1,$3.00,$1.18,$298.82
05/31/2024,Sell to Close,ASML 05/31/2024 970.00 P,PUT ASML HOLDING N V $970 EXP 05/31/24,1,$7.20,$0.68,$719.32
05/31/2024,Buy to Open,SPXW 05/31/2024 5190.00 P,PUT S & P 500 INDEX $5190 EXP 05/31/24,1,$1.05,$1.18,-$106.18
05/31/2024,Sell to Close,SPXW 05/31/2024 5280.00 C,CALL S & P 500 INDEX $5280 EXP 05/31/24,1,$0.95,$1.09,$93.91
05/31/2024,Buy to Open,LRCX 05/31/2024 955.00 C,CALL LAM RESEARCH CORP $955 EXP 05/31/24,1,$3.00,$0.66,-$300.66
05/31/2024,Sell to Close,AMD 05/31/2024 160.00 P,PUT ADVANCED MICRO DEVIC$160 EXP 05/31/24,6,$0.08,$3.99,$44.01
05/31/2024,Buy to Open,ASML 05/31/2024 970.00 P,PUT ASML HOLDING N V $970 EXP 05/31/24,1,$3.50,$0.66,-$350.66
05/31/2024 as of 05/30/2024,Expired,SPXW 05/30/2024 5240.00 C,CALL S & P 500 INDEX $5240 EXP 05/30/24,-1,,,
05/31/2024 as of 05/30/2024,Expired,SPXW 05/30/2024 5275.00 C,CALL S & P 500 INDEX $5275 EXP 05/30/24,-1,,,
05/30/2024,Sell to Close,AMD 05/31/2024 165.00 P,PUT ADVANCED MICRO DEVIC$165 EXP 05/31/24,4,$1.12,$2.66,$445.34
05/30/2024,Buy to Open,AMD 05/31/2024 160.00 P,PUT ADVANCED MICRO DEVIC$160 EXP 05/31/24,6,$0.34,$3.97,-$207.97
05/30/2024,Sell to Close,DELL 05/31/2024 200.00 C,CALL DELL TECHNOLOGIES I$200 EXP 05/31/24,1,$2.20,$0.67,$219.33
05/30/2024,Sell to Close,SPXW 05/30/2024 5240.00 C,CALL S & P 500 INDEX $5240 EXP 05/30/24,9,$1.40,$10.63,"$1,249.37"
05/30/2024,Buy to Open,SPXW 05/30/2024 5240.00 C,CALL S & P 500 INDEX $5240 EXP 05/30/24,10,$1.50,$11.81,"-$1,511.81"
05/30/2024,Buy to Open,AMD 05/31/2024 165.00 P,PUT ADVANCED MICRO DEVIC$165 EXP 05/31/24,4,$1.35,$2.64,-$542.64
05/30/2024,Buy to Open,SPXW 05/31/2024 5280.00 C,CALL S & P 500 INDEX $5280 EXP 05/31/24,1,$4.90,$1.18,-$491.18
05/30/2024,Buy to Open,DELL 05/31/2024 200.00 C,CALL DELL TECHNOLOGIES I$200 EXP 05/31/24,1,$3.30,$0.66,-$330.66
05/30/2024,Buy to Open,SPXW 05/30/2024 5275.00 C,CALL S & P 500 INDEX $5275 EXP 05/30/24,1,$1.20,$1.18,-$121.18
05/30/2024 as of 05/29/2024,Expired,SPXW 05/29/2024 5295.00 C,CALL S & P 500 INDEX $5295 EXP 05/29/24,-1,,,
05/29/2024,Buy to Open,SPXW 05/29/2024 5295.00 C,CALL S & P 500 INDEX $5295 EXP 05/29/24,1,$1.55,$1.18,-$156.18
05/29/2024,Sell to Close,SPXW 05/29/2024 5290.00 C,CALL S & P 500 INDEX $5290 EXP 05/29/24,1,$2.45,$1.18,$243.82
05/29/2024,Sell to Close,SPXW 05/29/2024 5245.00 P,PUT S & P 500 INDEX $5245 EXP 05/29/24,1,$0.60,$1.09,$58.91
05/29/2024,Buy to Open,SPXW 05/29/2024 5245.00 P,PUT S & P 500 INDEX $5245 EXP 05/29/24,1,$1.35,$1.18,-$136.18
05/29/2024,Buy to Open,SPXW 05/29/2024 5290.00 C,CALL S & P 500 INDEX $5290 EXP 05/29/24,1,$1.65,$1.18,-$166.18
05/29/2024,Sell to Close,SPXW 05/29/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 05/29/24,1,$0.45,$1.09,$43.91
05/29/2024,Buy to Open,SPXW 05/29/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 05/29/24,1,$0.75,$1.09,-$76.09
05/29/2024,Sell to Close,SPXW 05/29/2024 5300.00 C,CALL S & P 500 INDEX $5300 EXP 05/29/24,1,$1.00,$1.18,$98.82
05/29/2024,Buy to Open,SPXW 05/29/2024 5300.00 C,CALL S & P 500 INDEX $5300 EXP 05/29/24,1,$1.10,$1.18,-$111.18
05/28/2024,Sell to Close,SPXW 05/28/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 05/28/24,1,$0.55,$1.09,$53.91
05/28/2024,Buy to Open,SPXW 05/28/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 05/28/24,1,$0.50,$1.09,-$51.09
05/28/2024,Sell to Close,SPXW 05/28/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 05/28/24,1,$0.35,$1.09,$33.91
05/28/2024,Buy to Open,SPXW 05/28/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 05/28/24,1,$0.60,$1.09,-$61.09
05/28/2024,Sell to Close,SPXW 05/28/2024 5275.00 P,PUT S & P 500 INDEX $5275 EXP 05/28/24,1,$0.45,$1.09,$43.91
05/28/2024,Buy to Open,SPXW 05/28/2024 5275.00 P,PUT S & P 500 INDEX $5275 EXP 05/28/24,1,$0.65,$1.09,-$66.09
05/28/2024,Sell to Close,SPXW 05/28/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 05/28/24,1,$0.45,$1.09,$43.91
05/28/2024,Buy to Open,SPXW 05/28/2024 5305.00 C,CALL S & P 500 INDEX $5305 EXP 05/28/24,1,$0.70,$1.09,-$71.09
05/28/2024,Sell to Close,SPXW 05/28/2024 5265.00 P,PUT S & P 500 INDEX $5265 EXP 05/28/24,1,$0.35,$1.09,$33.91
05/28/2024,Buy to Open,SPXW 05/28/2024 5265.00 P,PUT S & P 500 INDEX $5265 EXP 05/28/24,1,$1.10,$1.18,-$111.18
05/28/2024,Sell to Close,SPXW 05/28/2024 5270.00 P,PUT S & P 500 INDEX $5270 EXP 05/28/24,1,$1.75,$1.18,$173.82
05/28/2024,Buy to Open,SPXW 05/28/2024 5270.00 P,PUT S & P 500 INDEX $5270 EXP 05/28/24,1,$1.10,$1.18,-$111.18
05/28/2024,Sell to Close,SPXW 05/28/2024 5285.00 P,PUT S & P 500 INDEX $5285 EXP 05/28/24,1,$2.10,$1.18,$208.82
05/28/2024,Buy to Open,SPXW 05/28/2024 5285.00 P,PUT S & P 500 INDEX $5285 EXP 05/28/24,1,$0.90,$1.09,-$91.09
05/28/2024,Sell to Close,SPXW 05/28/2024 5290.00 P,PUT S & P 500 INDEX $5290 EXP 05/28/24,1,$1.75,$1.18,$173.82
05/28/2024,Buy to Open,SPXW 05/28/2024 5290.00 P,PUT S & P 500 INDEX $5290 EXP 05/28/24,1,$0.80,$1.09,-$81.09
05/28/2024,Sell to Close,SPXW 05/28/2024 5290.00 P,PUT S & P 500 INDEX $5290 EXP 05/28/24,1,$0.60,$1.09,$58.91
05/28/2024,Buy to Open,SPXW 05/28/2024 5290.00 P,PUT S & P 500 INDEX $5290 EXP 05/28/24,1,$1.10,$1.18,-$111.18
05/28/2024,Sell to Close,SPXW 05/28/2024 5290.00 P,PUT S & P 500 INDEX $5290 EXP 05/28/24,1,$0.80,$1.09,$78.91
05/28/2024,Buy to Open,SPXW 05/28/2024 5290.00 P,PUT S & P 500 INDEX $5290 EXP 05/28/24,1,$1.05,$1.18,-$106.18
05/24/2024,Sell to Close,SPXW 05/24/2024 5285.00 P,PUT S & P 500 INDEX $5285 EXP 05/24/24,1,$2.65,$1.18,$263.82
05/24/2024,Buy to Open,SPXW 05/24/2024 5285.00 P,PUT S & P 500 INDEX $5285 EXP 05/24/24,1,$0.85,$1.09,-$86.09
05/24/2024,Sell to Close,SPXW 05/24/2024 5320.00 C,CALL S & P 500 INDEX $5320 EXP 05/24/24,1,$1.10,$1.18,$108.82
05/24/2024,Buy to Open,SPXW 05/24/2024 5320.00 C,CALL S & P 500 INDEX $5320 EXP 05/24/24,1,$0.80,$1.09,-$81.09
05/24/2024,Sell to Close,SPXW 05/24/2024 5320.00 C,CALL S & P 500 INDEX $5320 EXP 05/24/24,1,$0.95,$1.09,$93.91
05/24/2024,Buy to Open,SPXW 05/24/2024 5320.00 C,CALL S & P 500 INDEX $5320 EXP 05/24/24,1,$0.90,$1.09,-$91.09
05/23/2024,Sell to Close,ASML 05/24/2024 920.00 P,PUT ASML HOLDING N V $920 EXP 05/24/24,1,$3.83,$0.66,$382.34
05/23/2024,Sell to Close,VIX 06/18/2024 13.00 C,CALL CBOE VOLATILITY IDX$13 EXP 06/18/24,3,$1.40,$2.70,$417.30
05/23/2024,Buy to Open,ASML 05/24/2024 920.00 P,PUT ASML HOLDING N V $920 EXP 05/24/24,1,$1.70,$0.66,-$170.66
05/23/2024,Sell to Close,SPXW 05/23/2024 5250.00 P,PUT S & P 500 INDEX $5250 EXP 05/23/24,2,$1.55,$2.36,$307.64
05/23/2024,Buy to Open,SPXW 05/23/2024 5250.00 P,PUT S & P 500 INDEX $5250 EXP 05/23/24,2,$1.05,$2.36,-$212.36
05/23/2024,Sell to Close,SPXW 05/23/2024 5275.00 P,PUT S & P 500 INDEX $5275 EXP 05/23/24,1,$1.60,$1.18,$158.82
05/23/2024,Buy to Open,SPXW 05/23/2024 5275.00 P,PUT S & P 500 INDEX $5275 EXP 05/23/24,1,$1.15,$1.18,-$116.18
05/23/2024,Sell to Close,SPXW 05/23/2024 5280.00 P,PUT S & P 500 INDEX $5280 EXP 05/23/24,1,$1.60,$1.18,$158.82
05/23/2024,Buy to Open,SPXW 05/23/2024 5280.00 P,PUT S & P 500 INDEX $5280 EXP 05/23/24,1,$1.10,$1.18,-$111.18
05/23/2024,Sell to Close,SPXW 05/23/2024 5295.00 P,PUT S & P 500 INDEX $5295 EXP 05/23/24,1,$3.00,$1.18,$298.82
05/23/2024,Buy to Open,SPXW 05/23/2024 5295.00 P,PUT S & P 500 INDEX $5295 EXP 05/23/24,1,$1.90,$1.18,-$191.18
05/23/2024,Sell to Close,SPXW 05/23/2024 5300.00 P,PUT S & P 500 INDEX $5300 EXP 05/23/24,1,$2.55,$1.18,$253.82
05/23/2024,Buy to Open,SPXW 05/23/2024 5300.00 P,PUT S & P 500 INDEX $5300 EXP 05/23/24,1,$1.90,$1.18,-$191.18
05/23/2024,Sell to Close,AAPL 05/24/2024 187.50 P,PUT APPLE INC $187.5 EXP 05/24/24,8,$0.16,$5.31,$122.69
05/23/2024,Sell to Close,SPXW 05/23/2024 5280.00 P,PUT S & P 500 INDEX $5280 EXP 05/23/24,1,$0.90,$1.09,$88.91
05/23/2024,Buy to Open,SPXW 05/23/2024 5280.00 P,PUT S & P 500 INDEX $5280 EXP 05/23/24,1,$1.65,$1.18,-$166.18
05/23/2024,Buy to Open,AAPL 05/24/2024 187.50 P,PUT APPLE INC $187.5 EXP 05/24/24,8,$0.47,$5.29,-$381.29
05/23/2024,Buy to Open,VIX 06/18/2024 13.00 C,CALL CBOE VOLATILITY IDX$13 EXP 06/18/24,3,$1.24,$2.70,-$374.70
05/23/2024,Sell to Close,META 05/31/2024 500.00 C,CALL META PLATFORMS INC $500 EXP 05/31/24,3,$0.62,$1.99,$184.01
05/23/2024,Sell to Close,TSLA 05/31/2024 200.00 C,CALL TESLA INC $200 EXP 05/31/24,3,$0.39,$1.99,$115.01
05/23/2024,Sell to Close,AVGO 05/24/2024 1480.00 C,CALL BROADCOM INC $1480 EXP 05/24/24,1,$2.10,$0.66,$209.34
05/23/2024,Sell to Close,NVDA 06/21/2024 1100.00 C,CALL NVIDIA CORP $1100 EXP 06/21/24,1,$27.00,$0.68,"$2,699.32"
05/22/2024,Sell to Close,SPXW 05/22/2024 5300.00 C,CALL S & P 500 INDEX $5300 EXP 05/22/24,1,$2.95,$1.18,$293.82
05/22/2024,Buy to Open,SPXW 05/22/2024 5300.00 C,CALL S & P 500 INDEX $5300 EXP 05/22/24,1,$2.20,$1.18,-$221.18
05/22/2024,Sell to Close,AAPL 05/24/2024 190.00 P,PUT APPLE INC $190 EXP 05/24/24,3,$0.77,$1.99,$229.01
05/22/2024,Sell to Close,IWM 06/28/2024 200.00 P,PUT ISHR RUSSELL 2000 $200 EXP 06/28/24,2,$2.07,$1.33,$412.67
05/22/2024,Buy to Open,AAPL 05/24/2024 190.00 P,PUT APPLE INC $190 EXP 05/24/24,3,$0.76,$1.98,-$229.98
05/22/2024,Buy to Open,IWM 06/28/2024 200.00 P,PUT ISHR RUSSELL 2000 $200 EXP 06/28/24,2,$1.86,$1.32,-$373.32
05/22/2024,Buy to Open,NVDA 06/21/2024 1100.00 C,CALL NVIDIA CORP $1100 EXP 06/21/24,1,$14.30,$0.66,"-$1,430.66"
05/22/2024,Sell to Close,NFE 08/16/2024 35.00 C,CALL NEW FORTRESS ENERGY$35 EXP 08/16/24,5,$0.50,$3.31,$246.69
